SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2014000563793,21679,01319,1,3,0,57590.2445,16,SF
2014000563912,21680,00400,1,1,0,15050.808,71,MH
2014000563926,21681,01200,1,2,0,71804.8965,21,SF
2014000564004,21682,01324,1,3,0,12751.379,50,MF
2014000564072,21683,01301,1,2,1,32923.6425,14,SF
2014000564381,21684,00703,1,5,1,62711.7,13,SF
2014000564447,21685,01302,1,1,0,8884.1575,51,SF
2014000564456,21686,01301,1,2,2,71177.7795,14,MF
2014000564490,21687,01000,1,2,0,21321.978,35,MF
2014000564590,21688,00100,1,3,2,58530.92,4,SF
2014000564786,21689,00100,1,2,0,61039.388,5,SF
2014000564911,21690,01324,1,4,1,67937.675,24,SF
2014000564932,21691,01105,1,1,0,44316.268,27,MH
2014000564935,21692,00200,1,1,0,25084.68,15,SF
2014000564995,21693,01319,1,1,0,133993.999,14,MF
2014000565071,21694,00901,1,5,4,111762.70135,49,MF
2014000565210,21695,00704,1,2,2,126573.1145,17,SF
2014000565238,21696,00705,1,2,1,37628.065195,5,SF
2014000565986,21697,00600,1,1,0,17872.8345,19,SF
2014000566001,21698,01318,1,4,2,89886.77,13,SF
2014000566125,21699,01322,1,2,1,112358.4625,13,MF
2014000566181,21700,01321,1,1,0,9093.1965,10,MF
2014000566192,21701,00300,1,2,2,59367.076,3,SF
2014000566652,21702,00600,1,1,0,8988.677,21,MH
2014000566685,21703,01318,1,1,1,83615.6,3,MH
2014000566757,21704,01320,1,3,2,222103.9375,9,SF
2014000566963,21705,00500,1,2,1,97203.135,6,SF
2014000567179,21706,00400,1,1,0,14005.613,25,SF
2014000567298,21707,00400,1,2,0,45570.502,27,SF
2014000567654,21708,01318,1,3,2,74626.923,13,SF
2014000567679,21709,00705,1,2,0,67310.558,12,SF
2014000567836,21710,00705,1,4,2,72745.572,23,SF
2014000567994,21711,01000,1,2,2,73163.65,10,MH
2014000568128,21712,01302,1,1,0,22158.134,67,MF
2014000568510,21713,01104,1,1,1,73163.65,16,SF
2014000568644,21714,00300,1,2,0,19858.705,50,SF
2014000568782,21715,01105,1,2,0,64488.5315,7,SF
2014000568845,21716,00300,1,1,1,783.89625,8,SF
2014000568859,21717,00200,1,2,2,40762.605,12,DUP
2014000569132,21718,00100,1,3,1,14110.1325,10,SF
2014000569152,21719,01324,1,2,0,314185.617,21,SF
2014000569300,21720,01305,1,3,2,101383.915,26,SF
2014000569388,21721,00703,1,1,1,25084.68,17,MF
2014000569504,21722,01318,1,2,2,32401.045,28,MF
2014000569603,21723,01305,1,1,1,9406.755,13,SF
2014000569656,21724,01302,1,2,1,77448.9495,14,MF
2014000569685,21725,01323,1,1,1,53304.945,15,SF
2014000569755,21726,01305,1,1,1,117061.84,12,SF
2014000569809,21727,00200,1,3,2,107446.046,15,SF
2014000569882,21728,01316,1,1,0,9093.1965,16,SF
2014000570055,21729,00704,1,2,0,27175.07,14,MF
2014000570761,21730,01320,1,2,1,42643.956,26,SF
2014000571042,21731,00200,1,1,0,14737.2495,12,MH
2014000571203,21732,00705,1,2,2,55207.1999,10,SF
2014000571214,21733,00800,1,1,1,33446.24,7,SF
2014000571232,21734,01318,1,2,1,72432.0135,17,MF
2014000571382,21735,01314,1,2,1,700280.65,37,MF
2014000571407,21736,01322,1,2,2,126468.595,9,SF
2014000571512,21737,01321,1,2,1,57485.725,12,MH
2014000571586,21738,00300,1,1,0,11810.7035,13,DUP
2014000571639,21739,01103,1,7,6,177902.64095,23,SF
2014000571678,21740,01301,1,2,2,82883.9635,12,MF
2014000571711,21741,00500,1,2,0,192002.3215,8,SF
2014000571882,21742,01316,1,1,0,43950.44975,21,MF
2014000571924,21743,01301,1,1,1,20903.9,10,SF
2014000572058,21744,00500,1,2,0,95426.3035,9,SF
2014000572157,21745,00500,1,1,0,3449.1435,7,MH
2014000572163,21746,01305,1,2,2,42852.995,13,MF
2014000572232,21747,01103,1,2,2,38463.176,26,SF
2014000572283,21748,01317,1,4,1,118107.035,15,SF
2014000572393,21749,01104,1,1,0,89886.77,38,MH
2014000572409,21750,01302,1,2,2,110581.631,23,SF
2014000572455,21751,00500,1,1,1,50796.477,29,SF
2014000572695,21752,01323,1,6,3,76299.235,19,SF
2014000572720,21753,00200,1,3,1,87169.263,11,SF
2014000572825,21754,01320,1,1,1,71219.5873,12,SF
2014000572869,21755,00100,1,1,1,33446.24,3,SF
2014000572907,21756,01321,1,2,2,128558.985,13,SF
2014000573019,21757,00800,1,1,0,67415.0775,18,SF
2014000573214,21758,01000,1,1,0,62711.7,13,SF
2014000573217,21759,01321,1,2,1,55782.05715,25,SF
2014000573320,21760,00704,1,1,0,9302.2355,23,SF
2014000573349,21761,01200,1,3,1,70237.104,26,SF
2014000573410,21762,01317,1,6,2,34073.357,40,SF
2014000573571,21763,00400,1,2,1,36581.825,22,SF
2014000573599,21764,00500,1,3,1,86228.5875,9,SF
2014000574319,21765,01323,1,1,1,86855.7045,25,SF
2014000574428,21766,01321,1,4,2,303576.88775,26,SF
2014000574509,21767,00600,1,3,1,30937.772,43,DUP
2014000574599,21768,00400,1,2,1,71073.26,74,SF
2014000574675,21769,01321,1,1,1,109745.475,23,SF
2014000574827,21770,00100,1,2,0,41912.3195,6,SF
2014000574921,21771,01316,1,1,1,16723.12,45,MF
2014000575029,21772,00100,1,4,3,139010.935,13,SF
2014000575255,21773,01318,1,4,0,25084.68,22,SF
2014000575371,21774,00902,1,1,0,16461.82125,14,SF
2014000575428,21775,00300,1,2,1,112881.06,9,SF
2014000575600,21776,00800,1,2,1,27175.07,29,SF
2014000575731,21777,01321,1,1,1,67937.675,13,SF
2014000575750,21778,00901,1,2,2,88946.0945,19,SF
2014000575792,21779,01319,1,1,0,9406.755,16,MF
2014000575876,21780,01305,1,2,2,84660.795,27,MF
2014000575905,21781,00100,1,1,0,28742.8625,7,SF
2014000575931,21782,01200,1,2,1,113926.255,23,MH
2014000575943,21783,01316,1,2,0,50900.9965,12,SF
2014000576074,21784,00500,1,1,0,16305.042,6,MF
2014000576117,21785,01305,1,4,2,194113.6154,14,SF
2014000576125,21786,00500,1,1,0,14632.73,16,MH
2014000576158,21787,01322,1,8,3,40867.1245,18,SF
2014000576223,21788,00902,1,5,3,42852.995,24,SF
2014000576254,21789,00703,1,1,0,15468.886,23,SF
2014000576444,21790,01324,1,1,0,26025.3555,24,SF
2014000576513,21791,00704,1,11,4,158556.0815,12,SF
2014000577139,21792,01303,1,1,1,10451.95,13,SF
2014000577283,21793,01000,1,1,0,13859.2857,4,SF
2014000577386,21794,00300,1,2,1,58530.92,3,MH
2014000577471,21795,01314,1,2,2,603077.515,8,SF
2014000577591,21796,01319,1,2,1,179982.579,23,SF
2014000577686,21797,00500,1,2,1,50796.477,11,MF
2014000577722,21798,00200,1,4,2,57381.2055,16,SF
2014000577736,21799,01200,1,2,0,56628.6651,5,SF
2014000577926,21800,01200,1,2,1,136920.545,8,SF
2014000577968,21801,01305,1,1,1,39717.41,17,MF
2014000578126,21802,01314,1,1,0,30310.655,7,SF
2014000578193,21803,00800,1,2,1,153560.0494,19,SF
2014000578249,21804,01105,1,3,2,56649.569,17,MH
2014000578299,21805,00901,1,2,1,26129.875,12,DUP
2014000578562,21806,01200,1,2,0,50263.42755,32,SF
2014000578620,21807,01200,1,2,1,61352.9465,9,SF
2014000578688,21808,01200,1,3,2,286487.9495,24,SF
2014000578699,21809,01317,1,2,0,91559.082,41,SF
2014000578806,21810,00800,1,2,1,56126.9715,22,MH
2014000578912,21811,01105,1,2,1,33519.40365,8,SF
2014000579070,21812,01317,1,2,2,76299.235,14,MH
2014000579079,21813,00800,1,2,0,45152.424,23,SF
2014000579191,21814,00200,1,2,0,77030.8715,4,SF
2014000579203,21815,01200,1,2,1,142878.1565,13,SF
2014000579341,21816,00704,1,2,2,6741.50775,13,SF
2014000579512,21817,01305,1,2,2,66892.48,16,MF
2014000579715,21818,00703,1,1,0,10.45195,24,SF
2014000579803,21819,01303,1,5,2,75567.5985,22,SF
2014000579952,21820,01000,1,2,1,67206.0385,69,SF
2014000579990,21821,01319,1,1,1,38672.215,16,MF
2014000580072,21822,00500,1,1,1,12019.7425,12,MF
2014000580078,21823,00600,1,2,1,26129.875,22,SF
2014000580347,21824,01319,1,3,0,78180.586,23,SF
2014000580386,21825,01302,1,2,0,43898.19,16,SF
2014000580520,21826,01318,1,2,2,135875.35,35,SF
2014000580604,21827,01105,1,4,3,104414.9805,8,SF
2014000580741,21828,01324,1,6,2,40762.605,47,MF
2014000580881,21829,01305,1,1,0,26234.3945,12,SF
2014000581010,21830,01322,1,5,1,20903.9,15,MH
2014000581059,21831,01314,1,3,3,138592.857,19,SF
2014000581714,21832,00600,1,1,0,6689.248,42,MF
2014000581767,21833,00500,1,2,0,31857.5436,14,MH
2014000581874,21834,00200,1,9,1,80689.054,44,SF
2014000581920,21835,01305,1,1,1,244575.63,14,SF
2014000582002,21836,01318,1,4,2,193361.075,19,SF
2014000582039,21837,00800,1,1,0,54977.257,5,SF
2014000582050,21838,00703,1,1,1,57485.725,12,SF
2014000582054,21839,00705,1,2,0,31878.4475,14,SF
2014000582135,21840,01105,1,1,0,26547.953,13,MH
2014000582356,21841,00100,1,1,1,133784.96,11,SF
2014000582373,21842,01302,1,2,1,6762.41165,35,MF
2014000582450,21843,01303,1,1,0,51214.555,12,DUP
2014000582547,21844,00200,1,2,0,43375.5925,5,SF
2014000582675,21845,00600,1,2,0,35745.669,19,MH
2014000582676,21846,01318,1,4,3,191270.685,15,SF
2014000582763,21847,00704,1,1,1,24039.485,14,SF
2014000582796,21848,01320,1,2,0,75567.5985,15,SF
2014000582807,21849,00600,1,2,2,55395.335,18,SF
2014000582815,21850,00200,1,2,0,18604.471,14,MH
2014000582832,21851,01200,1,2,0,1463.273,6,SF
2014000582868,21852,00800,1,2,1,60621.31,23,SF
2014000582902,21853,01319,1,1,1,219490.95,8,MF
2014000582937,21854,01200,1,2,1,61980.0635,15,SF
2014000583049,21855,01314,1,1,1,139638.052,29,MF
2014000583156,21856,01103,1,2,1,31251.3305,15,MH
2014000583182,21857,01321,1,2,1,98352.8495,6,SF
2014000583191,21858,01317,1,3,1,20172.2635,35,DUP
2014000583220,21859,00600,1,2,1,58457.75635,19,MH
2014000583265,21860,01000,1,4,1,38776.7345,19,SF
2014000583350,21861,01321,1,3,2,115285.0085,48,SF
2014000583364,21862,01320,1,3,1,108073.163,11,SF
2014000583413,21863,01322,1,4,1,78389.625,24,SF
2014000583435,21864,01319,1,3,2,38672.215,39,SF
2014000583783,21865,00300,1,1,0,15050.808,20,SF
2014000583788,21866,00100,1,2,0,30456.9823,7,SF
2014000583986,21867,00100,1,1,1,47451.853,18,SF
2014000584081,21868,00400,1,2,1,98561.8885,23,SF
2014000584236,21869,01323,1,4,1,174338.526,9,SF
2014000584433,21870,01317,1,6,3,108909.319,14,SF
2014000584665,21871,00705,1,2,0,41494.2415,14,SF
2014000584770,21872,01317,1,1,0,60203.232,15,SF
2014000584784,21873,01200,1,1,1,2090.39,36,MF
2014000584889,21874,01305,1,2,2,238304.46,16,SF
2014000584947,21875,01319,1,2,2,147372.495,8,SF
2014000585137,21876,01302,1,2,1,42027.29095,12,SF
2014000585332,21877,01318,1,5,1,106505.3705,22,SF
2014000585360,21878,01000,1,2,2,88318.9775,59,SF
2014000585432,21879,01324,1,2,1,166186.005,27,SF
2014000585491,21880,01301,1,1,1,25084.68,13,SF
2014000585495,21881,01305,1,2,0,6793.7675,12,SF
2014000585624,21882,01324,1,4,1,144236.91,13,SF
2014000585765,21883,00703,1,1,0,13169.457,12,MF
2014000585771,21884,00500,1,4,2,206426.0125,5,SF
2014000585803,21885,00705,1,2,0,100129.681,12,SF
2014000585945,21886,00703,1,2,2,32505.5645,20,SF
2014000585976,21887,01103,1,2,2,65847.285,34,SF
2014000585989,21888,01305,1,3,1,26129.875,14,SF
2014000586074,21889,00500,1,3,2,129604.18,1,SF
2014000586224,21890,01103,1,1,0,24666.602,55,MF
2014000586243,21891,01316,1,3,0,4076.2605,19,MF
2014000586247,21892,00901,1,1,0,9933.53328,13,SF
2014000586273,21893,00600,1,4,2,45988.58,21,MF
2014000586399,21894,01103,1,6,2,60621.31,65,SF
2014000586411,21895,00703,1,1,0,9406.755,14,MF
2014000586448,21896,01318,1,3,1,94067.55,71,SF
2014000586590,21897,01314,1,1,0,19492.88675,8,SF
2014000586791,21898,01105,1,4,1,134809.2511,9,MH
2014000586906,21899,01302,1,2,2,12437.8205,30,MF
2014000587013,21900,00800,1,1,0,31982.967,12,SF
2014000587050,21901,01314,1,2,2,443162.68,24,MF
2014000587137,21902,01320,1,5,2,188136.145195,9,SF
2014000587185,21903,00800,1,3,0,103056.227,7,MH
2014000587267,21904,00800,1,1,0,48601.5675,12,SF
2014000587434,21905,01314,1,4,2,195451.465,26,SF
2014000587501,21906,01200,1,1,1,43898.19,9,MH
2014000587612,21907,01000,1,2,0,77114.4871,15,SF
2014000587677,21908,01105,1,3,1,99293.525,7,SF
2014000587717,21909,01324,1,2,1,32401.045,20,MF
2014000587756,21910,00705,1,1,0,3261.0084,15,MF
2014000587824,21911,01324,1,1,1,1045.195,31,MF
2014000587891,21912,00200,1,2,2,41807.8,32,SF
2014000587939,21913,00901,1,2,2,28972.8054,13,SF
2014000588033,21914,00705,1,4,2,39194.8125,13,SF
2014000588059,21915,00901,1,2,1,48078.97,17,SF
2014000588118,21916,00705,1,1,0,13587.535,12,MF
2014000588401,21917,01301,1,2,2,108282.202,13,SF
2014000588459,21918,00703,1,1,0,1881.351,11,SF
2014000588646,21919,00705,1,1,0,8779.638,22,MH
2014000588652,21920,00705,1,2,2,269242.232,7,SF
2014000588663,21921,01301,1,2,2,50273.8795,42,MF
2014000588710,21922,00703,1,2,0,47660.892,24,MH
2014000588837,21923,00902,1,2,0,152284.9115,7,SF
2014000589030,21924,01321,1,4,1,90618.4065,5,SF
2014000589190,21925,01302,1,1,0,30216.58745,13,SF
2014000589221,21926,00902,1,2,1,17977.354,14,SF
2014000589238,21927,01301,1,3,1,93022.355,12,SF
2014000589471,21928,01305,1,3,3,124796.283,16,SF
2014000589512,21929,01316,1,3,0,25398.2385,23,MF
2014000589554,21930,00600,1,1,0,16305.042,22,MF
2014000589629,21931,01000,1,1,1,8779.638,6,MH
2014000589775,21932,01324,1,2,0,0,14,MF
2014000590082,21933,00500,1,2,0,120845.4459,4,SF
2014000590150,21934,01314,1,1,0,15155.3275,12,MF
2014000590234,21935,00901,1,6,1,25084.68,16,DUP
2014000590442,21936,01305,1,2,1,83772.37925,24,SF
2014000590554,21937,01105,1,3,2,113926.255,12,SF
2014000590899,21938,00300,1,2,0,56440.53,12,SF
2014000591102,21939,01302,1,2,2,134307.5575,64,MF
2014000591333,21940,00400,1,3,1,104520.545195,37,SF
2014000591349,21941,01303,1,2,1,125423.4,27,SF
2014000591654,21942,00300,1,6,1,28951.9015,10,SF
2014000591771,21943,01303,1,1,1,31355.85,15,SF
2014000591801,21944,01320,1,1,0,43480.112,25,SF
2014000591828,21945,00500,1,4,3,54350.14,14,SF
2014000591957,21946,01317,1,4,2,133774.50805,43,SF
2014000591972,21947,00200,1,2,2,47660.892,17,SF
2014000592359,21948,00500,1,2,2,96157.94,5,SF
2014000592437,21949,01303,1,1,1,93022.355,22,SF
2014000592619,21950,00100,1,2,2,18813.51,22,MH
2014000592643,21951,01303,1,4,1,441072.29,6,SF
2014000592803,21952,01305,1,1,0,43898.19,15,SF
2014000592976,21953,00100,1,2,0,57068.692195,18,SF
2014000592999,21954,01318,1,5,5,111626.826,13,SF
2014000593008,21955,00200,1,2,0,0,18,DUP
2014000593013,21956,01317,1,5,3,175592.76,12,SF
2014000593162,21957,01317,1,2,2,85705.99,22,SF
2014000593283,21958,01105,1,1,0,28011.226,23,MH
2014000593534,21959,01322,1,2,2,99293.525,24,DUP
2014000593644,21960,01305,1,2,0,170367.830195,15,SF
2014000593729,21961,00100,1,2,1,51758.0564,14,SF
2014000593817,21962,00800,1,2,0,77323.5261,14,SF
2014000593930,21963,01314,1,4,2,274886.285,12,SF
2014000594119,21964,01302,1,2,0,65115.6485,3,SF
2014000594564,21965,01320,1,2,0,36832.6718,5,SF
2014000594672,21966,01316,1,2,2,234752.88739,11,SF
2014000594687,21967,00500,1,1,0,13064.9375,5,SF
2014000594720,21968,01322,1,1,0,37627.02,18,MF
2014000594743,21969,00705,1,1,0,16409.5615,40,SF
2014000594774,21970,01303,1,2,2,17768.315,12,SF
2014000594846,21971,00500,1,2,1,16723.12,42,SF
2014000595348,21972,01323,1,3,2,95112.745,16,SF
2014000595356,21973,00400,1,4,2,37627.02,17,SF
2014000595379,21974,00400,1,3,2,33446.24,77,MF
2014000595742,21975,00600,1,1,1,47347.3335,4,MH
2014000595788,21976,00600,1,6,1,42434.917,60,SF
2014000595893,21977,00500,1,1,0,17036.6785,26,SF
2014000596083,21978,01314,1,1,1,31355.85,51,SF
2014000596103,21979,00901,1,1,1,44838.8655,14,SF
2014000596154,21980,01302,1,1,1,17768.315,13,SF
2014000596201,21981,01200,1,2,2,48193.94145,9,SF
2014000596241,21982,01105,1,2,2,84660.795,35,SF
2014000596282,21983,00400,1,2,0,12751.379,19,SF
2014000596401,21984,01303,1,5,2,67833.1555,13,SF
2014000596433,21985,00902,1,1,1,43898.19,13,SF
2014000596500,21986,01319,1,1,0,80689.054,14,SF
2014000596824,21987,01303,1,4,1,79539.3395,13,SF
2014000596836,21988,00300,1,3,0,39926.449,14,MH
2014000597175,21989,01301,1,1,1,17245.7175,13,SF
2014000597233,21990,01320,1,1,1,37627.02,22,SF
2014000597236,21991,00300,1,1,0,13796.574,26,SF
2014000597395,21992,01305,1,3,0,19336.1075,18,DUP
2014000597646,21993,01314,1,2,1,23516.8875,37,MF
2014000597651,21994,01316,1,2,2,45152.424,10,MF
2014000597729,21995,00704,1,2,2,82570.405,19,SF
2014000597761,21996,00600,1,2,1,30801.89665,19,SF
2014000597762,21997,01319,1,5,2,103996.9025,17,SF
2014000597769,21998,01314,1,1,1,10660.989,27,MF
2014000597789,21999,01200,1,4,2,40762.605,54,SF
2014000597819,22000,00600,1,1,1,48078.97,4,SF
2014000597935,22001,00901,1,4,1,35327.591,24,SF
2014000598382,22002,01103,1,1,1,58530.92,16,SF
2014000598395,22003,01200,1,1,1,33550.7595,15,SF
2014000598470,22004,01303,1,1,0,41076.1635,13,SF
2014000598566,22005,01316,1,3,1,102638.149,36,SF
2014000598589,22006,00200,1,2,1,36895.3835,22,SF
2014000598613,22007,00200,1,2,1,60621.31,5,SF
2014000598618,22008,01323,1,1,1,55447.59475,12,SF
2014000598640,22009,01303,1,1,0,0,27,MF
2014000598756,22010,00500,1,7,0,46929.2555,7,SF
2014000598760,22011,01302,1,4,1,11706.184,34,DUP
2014000598794,22012,01200,1,2,1,61771.0245,22,SF
2014000598807,22013,01318,1,2,1,48706.087,72,MH
2014000599074,22014,00500,1,2,0,77867.0275,6,SF
2014000599094,22015,01322,1,6,1,157092.8085,9,SF
2014000599192,22016,00901,1,2,2,33968.8375,16,SF
2014000599449,22017,01318,1,6,3,86751.185,14,SF
2014000599450,22018,00300,1,1,1,52259.75,9,SF
2014000599712,22019,01000,1,2,0,70195.2962,11,SF
2014000599759,22020,01314,1,2,2,109745.475,13,SF
2014000599917,22021,00500,1,1,1,7316.365,2,MH
2014000600005,22022,01318,1,1,1,127931.868,16,SF
2014000600072,22023,00400,1,2,2,67937.675,72,SF
2014000600131,22024,01323,1,2,1,84660.795,34,MF
2014000600187,22025,00600,1,3,3,200154.8425,25,SF
2014000600251,22026,01302,1,3,2,86855.7045,14,MF
2014000600286,22027,00704,1,2,1,49124.165,14,SF
2014000600326,22028,01318,1,2,1,70341.6235,15,SF
2014000600617,22029,01322,1,1,0,30833.2525,20,SF
2014000600688,22030,01318,1,3,0,29579.0185,84,SF
2014000600798,22031,01301,1,4,2,101383.915,31,SF
2014000600919,22032,01301,1,2,0,32610.084,22,MF
2014000601045,22033,01303,1,2,2,56440.53,24,SF
2014000601111,22034,01321,1,4,2,49124.165,5,SF
2014000601274,22035,00703,1,5,1,38463.176,14,SF
2014000601303,22036,00500,1,5,3,134681.73731,7,SF
2014000601339,22037,01324,1,2,2,36581.825,12,MF
2014000601394,22038,01000,1,1,0,0,13,SF
2014000601579,22039,00500,1,1,1,16723.12,8,MF
2014000601717,22040,01105,1,1,1,57485.725,12,SF
2014000601778,22041,00500,1,3,1,38149.6175,11,MF
2014000602206,22042,01301,1,4,1,147895.0925,10,SF
2014000602263,22043,01000,1,5,1,58635.4395,6,SF
2014000602329,22044,01316,1,2,0,54559.179,11,MF
2014000602448,22045,00400,1,2,0,78180.586,21,SF
2014000602654,22046,01322,1,6,1,45988.58,14,SF
2014000602678,22047,00500,1,2,0,12542.34,13,SF
2014000602911,22048,00500,1,2,1,49124.165,10,SF
2014000603083,22049,00704,1,1,0,15050.808,27,MH
2014000603105,22050,01321,1,4,2,242485.24,28,SF
2014000603159,22051,01314,1,2,2,105930.51325,30,MF
2014000603183,22052,01324,1,1,0,19649.666,18,MF
2014000603203,22053,01320,1,2,1,139272.23375,15,SF
2014000603588,22054,01302,1,2,2,55395.335,22,SF
2014000603636,22055,01305,1,1,1,43898.19,13,MF
2014000603978,22056,01303,1,1,1,18813.51,15,SF
2014000604055,22057,01319,1,1,1,47922.19075,24,SF
2014000604232,22058,01105,1,2,1,68251.2335,27,SF
2014000604570,22059,00400,1,2,0,79434.82,7,SF
2014000604637,22060,01322,1,3,1,20903.9,60,MF
2014000604788,22061,00600,1,2,2,27175.07,22,MF
2014000604841,22062,00705,1,1,0,8884.1575,19,DUP
2014000604928,22063,01104,1,1,1,44943.385,26,MF
2014000605059,22064,01321,1,2,0,73163.65,15,SF
2014000605088,22065,00800,1,1,0,14632.73,3,SF
2014000605360,22066,01104,1,1,1,125475.65975,11,SF
2014000605492,22067,00600,1,2,0,96576.018,28,SF
2014000605581,22068,01301,1,4,3,155734.055,13,SF
2014000605623,22069,00705,1,1,0,40240.0075,24,SF
2014000605654,22070,00500,1,2,0,32610.084,6,SF
2014000605727,22071,00400,1,2,1,36581.825,5,SF
2014000605800,22072,01314,1,2,1,359547.08,15,SF
2014000605870,22073,01302,1,3,1,91830.8327,10,SF
2014000605896,22074,01000,1,2,0,20694.861,65,SF
2014000605948,22075,00300,1,1,1,44316.268,11,SF
2014000605969,22076,01303,1,3,1,20903.9,23,SF
2014000605999,22077,01200,1,4,2,99084.486,64,SF
2014000606070,22078,01305,1,1,0,9615.794,12,SF
2014000606156,22079,00901,1,1,1,62711.7,36,MF
2014000606322,22080,00703,1,2,2,94694.667,14,SF
2014000606515,22081,01318,1,2,1,24248.524,16,MF
2014000606546,22082,01314,1,4,1,105042.0975,75,SF
2014000606558,22083,01323,1,2,2,60830.349,22,MF
2014000606662,22084,01303,1,1,0,18395.432,12,SF
2014000606820,22085,00400,1,2,0,152389.431,20,SF
2014000606876,22086,01319,1,3,2,242485.24,8,SF
2014000606894,22087,01104,1,3,1,112881.06,14,SF
2014000607140,22088,01301,1,4,4,63965.934,14,MF
2014000607608,22089,00901,1,2,0,64384.012,21,SF
2014000607719,22090,01318,1,2,2,32401.045,14,MF
2014000607745,22091,01000,1,1,0,19022.549,15,SF
2014000607749,22092,00600,1,1,0,48078.97,19,SF
2014000607783,22093,00500,1,2,2,60725.8295,33,SF
2014000607789,22094,00705,1,2,0,55552.11425,13,SF
2014000607792,22095,00100,1,2,1,78076.0665,3,SF
2014000607827,22096,01302,1,3,3,31460.3695,14,SF
2014000608178,22097,01302,1,2,1,85705.99,5,SF
2014000608285,22098,01305,1,1,1,11915.223,12,DUP
2014000608335,22099,01324,1,2,2,114971.45,21,SF
2014000608342,22100,00500,1,2,0,42852.995,8,SF
2014000608403,22101,01305,1,3,3,59576.115,10,DUP
2014000608476,22102,01301,1,2,2,125423.4,15,SF
2014000608666,22103,00800,1,1,0,30310.655,21,MH
2014000608746,22104,01301,1,4,1,129290.6215,18,MF
2014000608854,22105,00600,1,3,2,95739.862,23,SF
2014000608902,22106,00705,1,3,1,90618.4065,15,SF
2014000608905,22107,00100,1,2,0,8779.638,13,SF
2014000608939,22108,00100,1,1,1,17747.4111,18,SF
2014000608995,22109,00704,1,2,0,43480.112,14,SF
2014000609004,22110,01303,1,5,1,71386.8185,14,MH
2014000609120,22111,00200,1,1,1,28429.304,5,SF
2014000609174,22112,00200,1,1,0,12542.34,12,SF
2014000609212,22113,00400,1,2,0,44734.346,29,SF
2014000609319,22114,01319,1,3,3,101383.915,16,SF
2014000609443,22115,01000,1,2,1,37417.981,24,SF
2014000609525,22116,01301,1,2,2,238304.46,42,SF
2014000609536,22117,00705,1,2,0,8570.599,13,SF
2014000609819,22118,01105,1,2,1,123646.5685,16,SF
2014000609893,22119,00500,1,1,0,15123.97165,10,MH
2014000610072,22120,00705,1,2,2,100234.2005,5,SF
2014000610076,22121,00100,1,2,2,85392.4315,29,SF
2014000610105,22122,01301,1,1,1,51214.555,16,SF
2014000610345,22123,01322,1,1,0,23516.8875,17,MF
2014000610366,22124,00703,1,5,2,60621.31,24,MH
2014000610420,22125,01321,1,1,0,13169.457,12,SF
2014000610452,22126,00600,1,1,0,40240.0075,17,SF
2014000610511,22127,01200,1,2,2,47033.775,49,MF
2014000610520,22128,00600,1,2,0,71073.26,12,SF
2014000610591,22129,01000,1,2,0,27070.5505,17,SF
2014000610853,22130,00100,1,4,1,29474.499,4,SF
2014000610903,22131,00200,1,2,0,65638.246,25,SF
2014000610904,22132,01316,1,9,3,118316.074,36,SF
2014000610971,22133,01324,1,4,2,23840.89795,29,SF
2014000611116,22134,01305,1,3,2,76508.274,24,SF
2014000611155,22135,01000,1,4,2,120197.425,29,SF
2014000611219,22136,00300,1,1,0,8884.1575,12,MF
2014000611313,22137,00500,1,2,0,13169.457,14,SF
2014000611409,22138,01317,1,2,2,67937.675,25,MF
2014000611512,22139,01314,1,5,2,364877.5745,9,SF
2014000611604,22140,01303,1,1,0,7525.404,14,SF
2014000611732,22141,00902,1,2,2,210606.7925,14,SF
2014000611790,22142,00500,1,2,1,118734.152,3,SF
2014000611861,22143,01320,1,1,0,9720.3135,14,MF
2014000611970,22144,01200,1,4,2,88632.536,15,SF
2014000612089,22145,00100,1,1,0,12646.8595,13,MH
2014000612090,22146,00300,1,1,1,163050.42,16,MF
2014000612137,22147,01317,1,2,1,14632.73,23,SF
2014000612368,22148,01104,1,1,1,16723.12,14,MF
2014000612443,22149,00200,1,1,0,16754.47585,27,SF
2014000612470,22150,01323,1,2,1,114971.45,13,SF
2014000612631,22151,00300,1,1,0,11601.6645,10,SF
2014000612645,22152,00703,1,4,2,65324.6875,26,MF
2014000612752,22153,00400,1,5,1,82570.405,25,SF
2014000612786,22154,01303,1,3,2,116016.645,17,SF
2014000612788,22155,00200,1,2,2,77344.43,61,SF
2014000612984,22156,00703,1,1,1,1358.7535,13,MF
2014000613037,22157,01320,1,3,1,77030.8715,23,SF
2014000613100,22158,00200,1,4,1,104519.5,8,SF
2014000613236,22159,01320,1,1,0,17663.7955,22,MF
2014000613421,22160,01200,1,2,0,334462.4,17,MF
2014000613611,22161,00703,1,2,1,47410.0452,12,SF
2014000613631,22162,00400,1,5,3,84869.834,25,SF
2014000613761,22163,00704,1,1,0,15677.925,17,MH
2014000613900,22164,00200,1,1,1,53304.945,18,MH
2014000613971,22165,00400,1,2,0,77030.8715,86,SF
2014000613974,22166,01319,1,3,2,201722.635,15,SF
2014000613978,22167,00901,1,1,0,80689.054,22,SF
2014000613986,22168,01302,1,3,2,73163.65,30,SF
2014000614002,22169,01302,1,3,0,1567.7925,50,DUP
