SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2017000618022,71274,00600,1,2,0,19617.0666,19,MF
2017000618131,71275,01319,1,2,2,48132.5964,24,MF
2017000618236,71276,01319,1,1,0,67395.74685,8,MF
2017000618264,71277,01317,1,2,2,111230.79,18,SF
2017000618295,71278,00500,1,2,1,41964.3435,9,MH
2017000618325,71279,01000,1,2,0,0,4,MH
2017000618386,71280,00902,1,2,2,85951.065,7,MH
2017000618518,71281,00500,1,2,0,19414.8288,3,SF
2017000618577,71282,00200,1,4,2,70783.23,65,SF
2017000618624,71283,01105,1,2,1,110320.7199,13,SF
2017000618718,71284,00200,1,1,0,257853.195,15,SF
2017000618826,71285,00300,1,1,0,19617.0666,12,SF
2017000618865,71286,00600,1,2,0,35796.0906,14,SF
2017000619077,71287,01323,1,4,1,50559.45,46,DUP
2017000619078,71288,00705,1,2,0,23257.347,21,SF
2017000619211,71289,01104,1,1,1,78872.742,22,SF
2017000619282,71290,01322,1,8,2,107287.1529,22,SF
2017000619289,71291,01000,1,2,0,26088.6762,11,SF
2017000619382,71292,01322,1,2,0,40649.7978,29,SF
2017000619585,71293,00705,1,4,2,87872.3241,7,SF
2017000619629,71294,01301,1,1,0,12134.268,20,MF
2017000619753,71295,01319,1,3,1,176958.075,20,SF
2017000619793,71296,00300,1,2,1,85951.065,20,SF
2017000619849,71297,00902,1,1,0,220236.9642,13,SF
2017000619882,71298,00704,1,4,1,1195225.398,10,SF
2017000619962,71299,00600,1,3,3,646655.3655,15,SF
2017000620057,71300,00704,1,3,1,91007.01,21,SF
2017000620233,71301,01324,1,2,2,241674.171,11,SF
2017000620345,71302,00902,1,1,0,141566.46,2,SF
2017000620408,71303,01200,1,2,0,43814.81937,11,SF
2017000620461,71304,00300,1,2,2,103151.38989,12,SF
2017000620465,71305,01305,1,1,0,32155.8102,24,MF
2017000620550,71306,00300,1,5,1,41964.3435,3,MH
2017000620756,71307,00200,1,1,0,58648.962,12,SF
2017000620818,71308,01318,1,4,2,93534.9825,15,SF
2017000620858,71309,01321,1,1,0,11224.1979,11,MH
2017000620908,71310,01324,1,1,1,31023.27852,18,SF
2017000620937,71311,01200,1,2,2,65221.6905,27,MF
2017000620971,71312,01301,1,2,0,72906.7269,12,SF
2017000621084,71313,01318,1,2,2,34380.426,57,DUP
2017000621092,71314,01319,1,4,1,99905.4732,15,SF
2017000621107,71315,00600,1,4,1,96669.6684,16,SF
2017000621109,71316,00703,1,2,2,152689.539,12,SF
2017000621138,71317,01314,1,1,0,41458.749,7,SF
2017000621156,71318,00200,1,1,0,31751.3346,7,DUP
2017000621207,71319,01314,1,1,0,46514.694,13,MF
2017000621226,71320,01324,1,2,2,111230.79,23,MF
2017000621310,71321,00300,1,1,1,29324.481,1,SF
2017000621413,71322,01103,1,2,1,106174.845,11,SF
2017000621479,71323,00100,1,2,0,39234.1332,3,SF
2017000621486,71324,00500,1,2,0,46110.2184,12,SF
2017000621671,71325,00800,1,1,0,25785.3195,21,MH
2017000621741,71326,00600,1,1,0,25481.9628,10,MF
2017000621751,71327,01305,1,2,0,50053.8555,11,MF
2017000621763,71328,00100,1,1,0,10920.8412,11,SF
2017000621827,71329,00902,1,1,0,16280.1429,22,SF
2017000621832,71330,00703,1,2,0,73513.4403,13,SF
2017000621846,71331,01314,1,1,0,50.55945,26,MF
2017000622003,71332,00100,1,3,1,186058.776,11,SF
2017000622028,71333,00705,1,2,2,55615.395,12,SF
2017000622079,71334,00703,1,2,1,95051.766,12,SF
2017000622167,71335,00705,1,2,0,0,13,MH
2017000622232,71336,00600,1,1,0,0,15,SF
2017000622369,71337,00500,1,2,2,19718.1855,9,SF
2017000622562,71338,01321,1,5,0,150566.0421,5,SF
2017000622640,71339,00600,1,1,0,8898.4632,24,MF
2017000622642,71340,00703,1,2,2,1844408.736,18,SF
2017000622724,71341,01320,1,1,0,16987.9752,85,MF
2017000622727,71342,01000,1,1,0,34592.77569,15,MH
2017000622894,71343,01301,1,2,1,151476.1122,22,SF
2017000622923,71344,01317,1,5,3,302952.2244,15,SF
2017000622946,71345,01320,1,1,1,142577.649,32,MF
2017000622992,71346,00500,1,2,2,81906.309,9,SF
2017000623102,71347,00901,1,1,1,26998.7463,38,SF
2017000623108,71348,01305,1,3,2,247235.7105,14,SF
2017000623228,71349,00704,1,2,2,46514.694,39,MF
2017000623628,71350,01314,1,3,1,151678.35,30,SF
2017000623647,71351,00100,1,2,2,48638.1909,4,SF
2017000623652,71352,00800,1,2,1,41964.3435,19,MF
2017000623658,71353,00500,1,4,2,70783.23,17,SF
2017000623663,71354,00703,1,3,2,89894.7021,76,SF
2017000623721,71355,00902,1,1,0,424.69938,21,SF
2017000623878,71356,00100,1,4,1,43481.127,30,SF
2017000623936,71357,01302,1,1,0,8898.4632,9,MF
2017000624034,71358,00902,1,2,1,53137.98195,8,SF
2017000624272,71359,01322,1,2,1,63907.1448,26,MH
2017000624288,71360,01301,1,2,2,98085.333,14,SF
2017000624313,71361,01318,1,2,1,116994.5673,23,SF
2017000624411,71362,01000,1,1,0,16320.59046,13,MF
2017000624426,71363,00901,1,1,0,34784.9016,7,MH
2017000624465,71364,01324,1,2,2,71794.419,12,SF
2017000624618,71365,01318,1,1,0,19414.8288,2,MH
2017000624660,71366,00400,1,1,1,91007.01,34,DUP
2017000624694,71367,01321,1,2,0,259268.8596,12,SF
2017000624768,71368,00800,1,2,1,37413.993,23,MH
2017000624773,71369,00400,1,2,0,11628.6735,18,MH
2017000625100,71370,01319,1,2,2,446945.538,36,SF
2017000625149,71371,00500,1,2,2,73816.797,14,SF
2017000625198,71372,01302,1,3,2,99804.3543,23,DUP
2017000625395,71373,01000,1,2,0,78973.8609,4,SF
2017000625462,71374,01320,1,4,4,187069.965,7,SF
2017000625594,71375,00100,1,2,0,26695.3896,7,SF
2017000625684,71376,01321,1,2,2,478292.397,50,SF
2017000625732,71377,00901,1,4,1,20122.6611,13,MF
2017000625759,71378,01303,1,2,2,36706.1607,22,MF
2017000625762,71379,00400,1,5,3,291930.2643,9,SF
2017000625775,71380,00200,1,2,0,72300.0135,13,SF
2017000625780,71381,01319,1,1,0,0,23,SF
2017000626172,71382,01316,1,1,0,13651.0515,13,MF
2017000626203,71383,00100,1,1,1,53289.6603,16,SF
2017000626260,71384,01314,1,4,1,535626.8133,22,SF
2017000626277,71385,00600,1,2,1,114769.9515,19,SF
2017000626393,71386,01303,1,2,2,37413.993,14,SF
2017000626432,71387,00200,1,2,0,31953.5724,7,MH
2017000626493,71388,01305,1,3,1,69792.26478,13,SF
2017000626515,71389,00300,1,1,0,0,2,SF
2017000626669,71390,01301,1,2,2,171902.13,25,SF
2017000626756,71391,00705,1,1,1,36807.2796,12,SF
2017000626774,71392,00200,1,1,1,60266.8644,4,MH
2017000626896,71393,00705,1,4,1,32358.048,10,MF
2017000626942,71394,01314,1,1,1,50559.45,23,MF
2017000627013,71395,01105,1,2,0,35897.2095,8,MH
2017000627126,71396,01323,1,4,2,151718.79756,15,SF
2017000627343,71397,01322,1,1,1,20223.78,30,MF
2017000627386,71398,01301,1,1,1,33975.9504,15,SF
2017000627570,71399,00500,1,1,1,46160.77785,18,MH
2017000627648,71400,00600,1,4,3,124376.247,15,SF
2017000627677,71401,01321,1,1,0,38425.182,10,SF
2017000627693,71402,00100,1,1,0,34178.1882,15,SF
2017000627803,71403,00500,1,1,0,19414.8288,5,SF
2017000627812,71404,00705,1,5,1,43481.127,13,SF
2017000627817,71405,00800,1,2,1,58648.962,25,SF
2017000627831,71406,00704,1,4,3,78468.2664,11,MH
2017000627846,71407,00500,1,1,0,15167.835,4,SF
2017000627867,71408,01318,1,2,0,29466.04746,26,SF
2017000628269,71409,01200,1,2,0,233281.3023,11,SF
2017000628412,71410,01302,1,2,1,1213.4268,22,SF
2017000628684,71411,01318,1,4,2,114264.357,15,SF
2017000629026,71412,00200,1,2,1,90703.6533,11,SF
2017000629062,71413,00200,1,1,0,18403.6398,20,MH
2017000629085,71414,00600,1,1,0,17291.3319,7,DUP
2017000629097,71415,01105,1,2,0,41660.9868,11,MH
2017000629127,71416,01317,1,2,2,124578.4848,11,SF
2017000629280,71417,00400,1,2,0,8898.4632,32,MF
2017000629554,71418,00500,1,1,1,30335.67,15,SF
2017000629671,71419,00901,1,1,0,10920.8412,13,MF
2017000629687,71420,01105,1,1,0,59255.6754,2,SF
2017000629815,71421,01323,1,2,0,43885.6026,10,MF
2017000629837,71422,01000,1,2,0,0,14,SF
2017000629841,71423,00705,1,2,0,72300.0135,22,SF
2017000629850,71424,01301,1,2,2,139544.082,13,SF
2017000629971,71425,00800,1,2,1,75232.4616,11,SF
2017000629984,71426,00600,1,1,1,30335.67,25,MF
2017000630109,71427,01200,1,4,1,52581.828,17,MH
2017000630139,71428,01323,1,3,1,109208.412,24,SF
2017000630340,71429,00600,1,4,1,18909.2343,19,SF
2017000630532,71430,01317,1,1,1,273.02103,16,SF
2017000630579,71431,00200,1,3,1,207293.745,4,SF
2017000630601,71432,01323,1,1,1,52581.828,13,SF
2017000630673,71433,00703,1,1,0,13145.457,12,MF
2017000630773,71434,01317,1,1,1,85951.065,17,SF
2017000630789,71435,01000,1,6,0,18565.43004,22,SF
2017000630923,71436,00902,1,1,0,3134.6859,32,SF
2017000631002,71437,01322,1,1,1,60671.34,24,SF
2017000631023,71438,00703,1,1,0,8190.6309,12,MH
2017000631037,71439,01000,1,1,0,156329.8194,23,SF
2017000631251,71440,01103,1,3,1,143993.3136,21,SF
2017000631327,71441,01103,1,3,1,37413.993,32,MF
2017000631396,71442,00500,1,1,0,4044.756,8,SF
2017000631423,71443,01104,1,1,0,24268.536,13,SF
2017000631444,71444,00600,1,6,2,101118.9,9,SF
2017000631612,71445,01321,1,4,2,587500.809,14,SF
2017000631903,71446,00703,1,1,0,2042.60178,15,MF
2017000632076,71447,01321,1,4,2,96062.955,6,SF
2017000632135,71448,00200,1,2,1,50559.45,3,SF
2017000632145,71449,01318,1,1,0,42469.938,20,SF
2017000632162,71450,01324,1,1,0,10657.93206,16,MH
2017000632294,71451,01319,1,2,2,47020.2885,16,DUP
2017000632304,71452,01318,1,2,0,49143.7854,11,SF
2017000632381,71453,00200,1,1,1,33662.48181,4,SF
2017000632434,71454,01318,1,5,1,85951.065,15,SF
2017000632442,71455,01303,1,1,1,62744.27745,14,SF
2017000632596,71456,01000,1,2,0,17999.1642,11,DUP
2017000632741,71457,01302,1,2,2,74827.986,16,SF
2017000632773,71458,01316,1,1,0,49548.261,13,SF
2017000632871,71459,00500,1,1,0,0,13,SF
2017000632976,71460,00600,1,2,2,91209.2478,42,DUP
2017000633009,71461,01200,1,3,1,43986.7215,19,SF
2017000633029,71462,01323,1,1,1,101118.9,9,MF
2017000633099,71463,01200,1,1,0,10314.1278,64,MF
2017000633132,71464,01324,1,2,0,78973.8609,12,SF
2017000633363,71465,00703,1,2,2,52581.828,12,MF
2017000633573,71466,00400,1,2,1,106174.845,19,SF
2017000633598,71467,01319,1,2,2,244707.738,14,SF
2017000633623,71468,01200,1,4,2,131454.57,10,SF
2017000633649,71469,01317,1,3,2,58648.962,15,SF
2017000633689,71470,00800,1,2,2,47849.46348,18,MF
2017000633780,71471,00100,1,2,1,34683.7827,8,SF
2017000633831,71472,01303,1,2,1,333692.37,25,SF
2017000634094,71473,00705,1,1,1,31387.30656,19,MF
2017000634114,71474,01322,1,2,1,76172.86737,17,SF
2017000634238,71475,01320,1,1,1,55615.395,20,SF
2017000634269,71476,00200,1,3,1,56626.584,8,SF
2017000634286,71477,01305,1,1,0,8898.4632,13,MF
2017000634508,71478,00901,1,6,3,50862.8067,28,SF
2017000634527,71479,01316,1,3,3,151678.35,13,SF
2017000634579,71480,00200,1,1,1,59660.151,17,SF
2017000634789,71481,00703,1,1,0,177969.264,36,SF
2017000634791,71482,01105,1,2,0,54240.17796,25,SF
2017000634804,71483,01000,1,6,1,37211.7552,20,SF
2017000634814,71484,00200,1,2,0,10920.8412,14,MH
2017000634817,71485,01322,1,5,1,121747.1556,9,SF
2017000634854,71486,01303,1,1,1,47525.883,23,SF
2017000634885,71487,00704,1,4,2,98833.61286,18,SF
2017000634900,71488,01324,1,2,0,60003.95526,21,SF
2017000635063,71489,01302,1,3,2,47323.6452,47,SF
2017000635090,71490,01314,1,1,1,101118.9,21,SF
2017000635200,71491,01316,1,3,3,145611.216,29,SF
2017000635513,71492,01317,1,4,2,47525.883,18,SF
2017000635590,71493,01105,1,4,2,129432.192,4,SF
2017000635606,71494,01314,1,1,0,75232.4616,22,SF
2017000635660,71495,00901,1,1,0,30335.67,21,SF
2017000635752,71496,00800,1,5,0,73108.9647,53,SF
2017000635858,71497,01314,1,3,2,188081.154,14,SF
2017000636191,71498,00600,1,2,1,397397.277,14,SF
2017000636195,71499,01323,1,3,2,91108.1289,72,SF
2017000636266,71500,01320,1,2,0,93433.8636,13,SF
2017000636337,71501,01318,1,1,1,35391.615,25,SF
2017000636467,71502,01000,1,2,1,68861.9709,13,SF
2017000636707,71503,00100,1,2,0,45604.6239,2,SF
2017000636808,71504,00705,1,2,1,79883.931,7,MH
2017000636847,71505,01200,1,2,2,96062.955,27,SF
2017000636897,71506,01103,1,2,1,55615.395,13,SF
2017000636909,71507,01314,1,1,1,312457.401,6,SF
2017000636919,71508,00100,1,2,2,76142.5317,3,SF
2017000637031,71509,01318,1,2,1,60671.34,12,SF
2017000637039,71510,01200,1,1,1,60671.34,16,SF
2017000637076,71511,00500,1,3,2,119320.302,8,MH
2017000637211,71512,00500,1,2,0,87467.8485,6,SF
2017000637275,71513,01322,1,7,2,59660.151,66,SF
2017000637340,71514,01303,1,1,1,121342.68,17,SF
2017000637356,71515,01322,1,3,1,117449.60235,21,SF
2017000637568,71516,01321,1,3,0,86254.4217,15,SF
2017000637672,71517,00902,1,6,2,63300.4314,80,SF
2017000637808,71518,01322,1,1,1,26290.914,13,MH
2017000637878,71519,01000,1,2,2,159808.30956,12,SF
2017000638141,71520,01104,1,1,1,41458.749,14,DUP
2017000638161,71521,00500,1,4,1,27908.8164,3,DUP
2017000638199,71522,00800,1,1,0,9201.8199,20,DUP
2017000638236,71523,00600,1,3,3,98186.4519,30,SF
2017000638301,71524,01200,1,2,2,85951.065,19,SF
2017000638304,71525,01321,1,1,1,32863.6425,56,MF
2017000638325,71526,01301,1,3,2,65727.285,12,SF
2017000638373,71527,00800,1,2,1,22246.158,25,SF
2017000638413,71528,00500,1,2,0,19819.3044,7,SF
2017000638422,71529,01323,1,3,1,107186.034,24,SF
2017000638442,71530,01324,1,2,0,47323.6452,19,SF
2017000638497,71531,00705,1,2,1,41559.8679,45,SF
2017000638564,71532,00500,1,2,2,113859.8814,14,SF
2017000638650,71533,00500,1,4,2,111736.3845,7,SF
2017000638720,71534,01324,1,1,0,20223.78,23,SF
2017000638942,71535,01323,1,1,0,227517.525,14,SF
2017000638947,71536,00500,1,1,0,70075.3977,5,SF
2017000639000,71537,00704,1,2,1,397397.277,24,SF
2017000639292,71538,00704,1,2,0,105365.8938,21,SF
2017000639301,71539,01314,1,1,1,19212.591,32,SF
2017000639336,71540,01200,1,2,0,18201.402,16,SF
2017000639456,71541,00200,1,2,2,106629.88005,13,SF
2017000639579,71542,01317,1,6,3,27302.103,49,SF
2017000639802,71543,00800,1,3,1,25987.5573,24,MH
2017000639850,71544,01317,1,1,0,24268.536,16,SF
2017000639869,71545,00300,1,4,2,137521.704,12,SF
2017000639870,71546,00500,1,2,0,56626.584,7,SF
2017000640070,71547,01103,1,2,1,19010.3532,12,MF
2017000640100,71548,00500,1,3,2,64311.6204,6,SF
2017000640283,71549,00800,1,1,0,1011.189,24,MF
2017000640332,71550,01305,1,2,2,453012.672,13,SF
2017000640725,71551,00901,1,1,1,49952.7366,24,MF
2017000640781,71552,01301,1,2,1,79004.19657,8,SF
2017000640813,71553,01000,1,2,0,21234.969,13,SF
2017000640851,71554,01314,1,1,1,50559.45,23,MF
2017000640859,71555,00600,1,2,1,53593.017,17,MF
2017000640914,71556,01302,1,2,2,92827.1502,25,SF
2017000640990,71557,01000,1,3,1,259673.3352,5,SF
2017000641246,71558,00704,1,2,1,2022.378,21,MF
2017000641248,71559,00400,1,2,2,78367.1475,10,SF
2017000641489,71560,00200,1,2,1,39436.371,5,SF
2017000641629,71561,01321,1,2,2,75636.9372,18,SF
2017000641676,71562,01301,1,3,2,178171.5018,17,SF
2017000641838,71563,01324,1,4,2,129432.192,14,SF
2017000641903,71564,01305,1,2,2,139544.082,22,SF
2017000641936,71565,01319,1,2,1,295267.188,12,SF
2017000641959,71566,00703,1,1,1,8493.9876,12,SF
2017000642154,71567,00902,1,2,1,28717.7676,89,SF
2017000642203,71568,00100,1,1,0,47020.2885,5,SF
2017000642217,71569,01316,1,2,2,80895.12,13,DUP
2017000642233,71570,01314,1,1,1,5055.945,14,SF
2017000642275,71571,01320,1,2,0,50761.6878,7,SF
2017000642456,71572,01200,1,2,2,147633.594,12,SF
2017000642544,71573,00300,1,2,0,91209.2478,8,MH
2017000642599,71574,00705,1,3,2,91007.01,13,SF
2017000642623,71575,00704,1,1,1,44795.6727,12,SF
2017000642642,71576,01200,1,1,0,23914.61985,13,SF
2017000642827,71577,01200,1,3,2,85849.9461,18,SF
2017000642905,71578,01314,1,1,1,44492.316,21,MF
2017000642941,71579,01302,1,3,2,47829.2397,28,SF
2017000642981,71580,01303,1,2,2,54705.3249,14,SF
2017000642993,71581,00500,1,2,1,151880.5878,28,SF
2017000642999,71582,00600,1,3,0,6876.0852,97,SF
2017000643142,71583,01324,1,4,2,45503.505,15,MF
2017000643149,71584,01305,1,1,0,2244.83958,12,MF
2017000643203,71585,00705,1,1,0,1415.6646,13,MH
2017000643315,71586,00300,1,2,2,22246.158,7,SF
2017000643399,71587,00902,1,1,0,14156.646,22,MH
2017000643423,71588,01103,1,2,1,19010.3532,43,MF
2017000643436,71589,00704,1,2,2,112241.979,27,SF
2017000643488,71590,01303,1,7,7,283132.92,14,SF
2017000643533,71591,00600,1,2,0,53451.45054,8,SF
2017000643712,71592,01323,1,1,1,146824.6428,21,SF
2017000643782,71593,01104,1,2,2,43582.2459,23,SF
2017000643841,71594,00600,1,2,2,166441.7094,8,SF
2017000643977,71595,00901,1,1,1,8089.512,11,MF
2017000644164,71596,01316,1,4,0,11830.9113,18,MF
2017000644342,71597,01103,1,1,0,10718.6034,13,DUP
2017000644447,71598,01305,1,1,0,6067.134,15,MF
2017000644520,71599,01301,1,2,2,98186.4519,16,SF
2017000644528,71600,00100,1,1,1,15673.4295,4,MH
2017000644560,71601,00500,1,2,0,17392.4508,14,SF
2017000644752,71602,00705,1,2,2,65727.285,27,MH
2017000644802,71603,00705,1,4,1,7583.9175,76,MF
2017000644889,71604,01305,1,2,2,170890.941,24,MF
2017000645011,71605,00800,1,3,0,62693.718,45,MH
2017000645041,71606,01322,1,2,2,161790.24,24,SF
2017000645085,71607,01105,1,4,3,203825.36673,7,SF
2017000645262,71608,01324,1,1,1,98085.333,42,MF
2017000645279,71609,01323,1,2,2,117297.924,15,SF
2017000645289,71610,00400,1,2,0,34582.6638,17,SF
2017000645407,71611,01324,1,1,1,82614.1413,70,MF
2017000645462,71612,01104,1,3,2,53845.81425,18,SF
2017000645474,71613,00100,1,2,0,56626.584,6,SF
2017000645589,71614,01323,1,1,1,27807.6975,17,MH
2017000645650,71615,01321,1,1,1,106174.845,4,SF
2017000645757,71616,01324,1,2,2,124174.0092,37,MF
2017000645931,71617,01314,1,3,2,409531.545,26,SF
2017000646213,71618,01000,1,5,2,72502.2513,20,SF
2017000646401,71619,00703,1,1,1,30335.67,10,MH
2017000646535,71620,01303,1,1,0,16583.4996,22,MF
2017000646538,71621,01316,1,2,2,284245.2279,11,SF
2017000646560,71622,00300,1,2,2,101118.9,11,SF
2017000646840,71623,00704,1,1,1,30335.67,24,MF
2017000646852,71624,00100,1,5,1,35391.615,9,DUP
2017000646941,71625,01000,1,4,2,40488.00756,18,SF
2017000647055,71626,00600,1,3,1,35492.7339,17,SF
2017000647079,71627,01320,1,2,2,404475.6,5,SF
2017000647145,71628,00200,1,2,0,41458.749,6,SF
2017000647238,71629,00600,1,2,1,92119.3179,12,SF
2017000647253,71630,00400,1,2,1,68093.46726,44,SF
2017000647260,71631,00500,1,1,1,18706.9965,13,SF
2017000647353,71632,00902,1,2,1,20082.21354,23,MH
2017000647426,71633,01200,1,1,0,15167.835,16,SF
2017000647441,71634,01302,1,7,4,120331.491,5,SF
2017000647457,71635,00200,1,2,0,29830.0755,2,SF
2017000647537,71636,00400,1,1,0,8898.4632,21,MH
2017000647556,71637,00705,1,3,1,52581.828,15,SF
2017000647573,71638,01000,1,2,1,40447.56,11,SF
2017000647635,71639,01301,1,3,2,57132.1785,14,SF
2017000647758,71640,01303,1,3,2,97074.144,20,SF
2017000647780,71641,00500,1,2,0,33065.8803,8,MF
2017000647835,71642,00902,1,1,1,40447.56,23,SF
2017000648008,71643,00200,1,7,3,139544.082,15,SF
2017000648122,71644,01314,1,2,1,26998.7463,22,MF
2017000648386,71645,00902,1,2,2,59660.151,28,SF
2017000648465,71646,01320,1,2,2,59862.3888,13,SF
2017000648499,71647,00704,1,3,2,189496.8186,13,SF
2017000648527,71648,00100,1,2,1,64594.75332,11,MH
2017000648576,71649,00300,1,2,2,75232.4616,8,SF
2017000648644,71650,00100,1,2,1,14156.646,22,MH
2017000648793,71651,00705,1,2,0,99096.522,12,SF
2017000648816,71652,01200,1,4,1,111230.79,27,SF
2017000648838,71653,00703,1,1,1,27302.103,18,SF
2017000648961,71654,00901,1,1,0,14156.646,19,SF
2017000649006,71655,00200,1,1,1,35694.9717,3,MH
2017000649076,71656,01318,1,2,1,19718.1855,34,MF
2017000649097,71657,01103,1,2,2,38425.182,11,SF
2017000649229,71658,01321,1,3,2,113354.2869,26,SF
2017000649563,71659,01301,1,2,2,82917.498,25,SF
2017000649642,71660,01316,1,1,0,37009.5174,11,SF
2017000649658,71661,01324,1,2,1,141161.9844,23,SF
2017000649700,71662,01324,1,4,2,116286.735,21,SF
2017000649740,71663,00800,1,2,2,172913.319,14,SF
2017000649748,71664,00100,1,2,0,81704.0712,14,SF
2017000649846,71665,00902,1,1,0,27908.8164,36,SF
2017000649871,71666,01320,1,2,2,58648.962,22,MF
2017000649901,71667,01105,1,2,0,36301.6851,15,SF
2017000649912,71668,00902,1,1,1,21942.8013,30,MF
2017000649915,71669,00500,1,1,1,25178.6061,14,SF
2017000650019,71670,00500,1,1,0,1820.1402,11,MH
2017000650051,71671,01317,1,1,1,38324.0631,14,SF
2017000650833,71672,00300,1,2,0,10718.6034,56,SF
2017000650882,71673,00500,1,2,0,71834.86656,11,SF
2017000650979,71674,01104,1,4,2,96062.955,24,SF
2017000651030,71675,00902,1,2,0,210691.34004,4,SF
2017000651141,71676,01305,1,5,2,115315.99356,14,SF
2017000651548,71677,01319,1,4,2,151678.35,26,SF
2017000651632,71678,01305,1,1,1,157037.6517,24,SF
2017000651753,71679,00705,1,4,1,10415.2467,17,MF
2017000651828,71680,00500,1,2,2,76850.364,18,SF
2017000651836,71681,01200,1,2,0,56929.9407,9,SF
2017000651979,71682,00100,1,1,1,25380.8439,6,SF
2017000652020,71683,01323,1,2,1,83119.7358,23,SF
2017000652058,71684,00600,1,2,2,83220.8547,3,SF
2017000652083,71685,00902,1,3,2,67850.7819,39,SF
2017000652300,71686,00400,1,1,0,49548.261,17,SF
2017000652389,71687,01305,1,1,1,31447.9779,13,MF
2017000652503,71688,00200,1,1,1,65727.285,7,SF
2017000652623,71689,01314,1,1,0,0,11,MF
2017000652637,71690,00704,1,1,1,50559.45,40,DUP
2017000652761,71691,01323,1,2,1,68963.0898,14,SF
2017000652823,71692,00703,1,2,2,83868.01566,23,SF
2017000653008,71693,00800,1,2,0,15167.835,14,SF
2017000653423,71694,00400,1,2,0,49042.6665,15,SF
2017000653459,71695,00600,1,1,0,12437.6247,14,SF
2017000653462,71696,01105,1,1,0,9707.4144,25,SF
2017000653482,71697,00200,1,3,1,91007.01,22,SF
2017000653499,71698,00703,1,1,1,5055.945,10,SF
2017000653509,71699,01317,1,3,1,107893.8663,13,SF
2017000653602,71700,01103,1,2,2,85951.065,10,SF
2017000653622,71701,00902,1,4,1,38961.11217,9,MF
2017000653639,71702,00704,1,1,0,0,14,SF
2017000653875,71703,01317,1,1,0,16381.2618,11,SF
2017000653902,71704,01321,1,4,2,184289.19525,23,SF
2017000654150,71705,00800,1,6,2,54604.206,36,MH
2017000654154,71706,00703,1,2,2,154711.917,54,SF
2017000654271,71707,01103,1,2,0,53491.8981,14,SF
2017000654276,71708,00800,1,1,0,99298.7598,22,MH
2017000654578,71709,01323,1,2,2,146622.405,18,MF
2017000654626,71710,00600,1,3,2,163074.45003,10,SF
2017000654723,71711,00100,1,1,0,12134.268,19,SF
2017000654835,71712,01318,1,2,0,127612.0518,21,SF
2017000654888,71713,01200,1,5,4,152689.539,7,SF
2017000654914,71714,00704,1,3,2,91007.01,11,SF
2017000654918,71715,01324,1,4,2,104658.0615,56,MF
2017000655235,71716,01200,1,2,1,141566.46,17,SF
2017000655376,71717,01200,1,2,0,130140.0243,23,SF
2017000655490,71718,01105,1,2,0,29931.1944,2,SF
2017000655530,71719,00500,1,1,1,70783.23,21,SF
2017000655721,71720,01105,1,4,1,13145.457,24,SF
2017000655732,71721,01316,1,1,0,17796.9264,17,MH
2017000655812,71722,01318,1,4,2,82513.0224,18,SF
2017000655881,71723,00600,1,3,2,53491.8981,4,SF
2017000656232,71724,00704,1,2,2,131454.57,19,SF
2017000656258,71725,00703,1,1,1,25785.3195,28,MF
2017000656405,71726,01314,1,4,2,191620.3155,7,SF
2017000656416,71727,01301,1,2,2,109208.412,24,SF
2017000656465,71728,00901,1,1,0,1617.9024,24,SF
2017000656592,71729,00400,1,2,2,51570.639,47,MF
2017000656703,71730,01319,1,1,0,177059.1939,18,SF
2017000656713,71731,01200,1,2,2,52581.828,16,SF
2017000656747,71732,01323,1,2,2,78872.742,15,SF
2017000656820,71733,01105,1,2,2,81097.3578,9,SF
2017000656951,71734,01305,1,5,2,134791.4937,16,SF
2017000657034,71735,00100,1,1,1,85951.065,6,SF
2017000657147,71736,01303,1,4,1,90107.05179,23,SF
2017000657269,71737,01104,1,3,2,156734.295,41,SF
2017000657285,71738,00100,1,2,1,55514.2761,4,SF
2017000657309,71739,01316,1,1,1,11123.079,18,MH
2017000657342,71740,00400,1,2,0,84535.4004,6,SF
2017000657370,71741,01305,1,1,0,9788.30952,13,MF
2017000657447,71742,00703,1,1,0,6218.81235,11,MF
2017000657630,71743,00100,1,1,0,14166.75789,8,MH
2017000657823,71744,01324,1,2,2,116286.735,20,MF
2017000657841,71745,01105,1,6,4,63199.3125,3,SF
2017000657870,71746,01314,1,2,2,70783.23,14,DUP
2017000658219,71747,01321,1,3,1,120331.491,24,SF
2017000658224,71748,01200,1,1,0,10617.4845,14,MH
2017000658290,71749,01314,1,1,1,77861.553,43,MH
2017000658344,71750,01322,1,2,2,151678.35,22,SF
2017000658368,71751,00100,1,3,3,75636.9372,7,SF
2017000658566,71752,00703,1,3,1,102130.089,18,SF
2017000658758,71753,01000,1,2,1,39739.7277,11,SF
2017000658760,71754,01316,1,2,1,43278.8892,25,MH
2017000658778,71755,01316,1,1,0,8200.74279,41,MF
2017000658990,71756,01320,1,2,2,108197.223,12,SF
2017000659221,71757,01316,1,2,0,48132.5964,13,SF
2017000659342,71758,01318,1,2,1,73816.797,21,SF
2017000659467,71759,01314,1,2,1,50559.45,20,SF
2017000659555,71760,00704,1,1,0,47020.2885,18,SF
2017000659573,71761,00200,1,7,6,137521.704,4,SF
2017000659651,71762,00705,1,2,0,8898.4632,3,SF
