SERIALNO,PUMA5,HWEIGHT,UNITTYPE,PERSONS,BLDGSZ,HINC
64678,200,26,0,1,2,12000
64703,2102,6,0,5,2,34300
64792,1404,35,0,4,1,79000
64979,601,27,0,2,1,20220
65020,1801,23,0,1,6,23000
65037,1804,23,0,1,2,30000
65044,500,30,0,0,5,0
65180,400,6,0,1,1,26000
65298,300,5,0,2,1,11400
65349,901,12,0,9,2,83000
65352,2102,6,0,4,2,66260
65544,1402,21,0,2,1,35800
65555,300,5,0,2,2,20000
65557,1003,55,0,3,2,94300
65667,400,17,0,0,2,0
65759,1401,15,0,1,2,18000
65792,500,23,0,1,8,6500
66020,1702,17,0,3,4,40800
66099,1300,32,0,2,2,27500
66230,1004,26,0,5,2,72300
66251,1600,20,0,0,2,0
66480,1005,6,0,1,4,6600
66493,1702,20,0,1,5,10200
66498,700,7,0,0,1,0
66636,400,21,0,6,1,28900
66733,700,17,0,1,8,14420
67127,100,23,0,2,9,56000
67158,1300,20,0,4,2,45300
67415,601,28,0,2,2,76300
67430,700,6,0,3,2,85500
67533,1300,23,0,1,2,26000
67582,1500,12,0,1,2,36000
67601,400,6,0,2,2,53000
67840,2101,23,0,1,2,42000
67892,1805,29,0,4,2,66200
67911,2101,0,1,1,  ,0
67976,1701,20,0,6,2,96200
68022,200,18,0,1,2,11800
68059,2005,17,0,1,2,35000
68318,1402,23,0,5,2,45340
68382,1201,14,0,2,2,221000
68610,1004,15,0,7,3,56400
68740,300,9,0,2,2,10200
68746,1805,0,2,1,  ,0
68771,700,6,0,2,1,39100
69069,1402,6,0,1,2,184850
69096,100,29,0,2,2,99200
69325,700,20,0,1,8,5800
69460,1702,23,0,1,5,6300
69581,1801,23,0,2,6,75000
69698,1402,27,0,1,1,24600
69737,1900,20,0,2,2,92000
69953,1500,6,0,2,2,50200
69975,2008,29,0,4,2,75000
69986,100,29,0,2,2,63000
70048,1202,23,0,9,2,43600
70067,1402,11,0,4,2,81200
70184,1004,23,0,3,2,99000
70201,1801,14,0,1,8,5800
70253,1702,24,0,3,8,35000
70279,1005,26,0,2,1,70300
70325,1300,8,0,2,2,95000
70386,2102,3,0,3,2,41600
70449,300,17,0,4,1,58000
70452,200,20,0,2,2,51000
70478,2005,14,0,7,2,19300
70573,1401,8,0,3,4,40600
70623,1201,34,0,4,2,112000
70638,1500,15,0,1,2,23500
70683,1701,0,1,1,  ,0
70835,400,6,0,2,2,48000
70837,1005,26,0,1,1,63200
70953,2002,27,0,2,7,80000
70955,1500,20,0,5,2,42000
71112,1402,26,0,5,2,36200
71184,700,6,0,2,2,19280
71188,800,14,0,4,1,44000
71246,2008,26,0,4,2,62000
71331,1600,14,0,2,2,157100
71336,1002,21,0,3,2,31800
71356,100,29,0,4,3,30200
71530,500,16,0,0,2,0
71538,1201,32,0,2,2,52000
71713,1002,26,0,4,2,123250
71731,400,6,0,3,2,57610
71751,1401,23,0,2,2,55250
71791,2008,17,0,3,2,172700
71822,1805,29,0,1,2,80000
71924,400,6,0,2,1,12000
71974,400,8,0,2,1,54000
72093,1201,35,0,4,2,48000
72098,1401,0,2,1,  ,0
72123,1003,26,0,2,2,196000
72151,602,26,0,4,2,48000
72160,400,24,0,1,1,9500
72186,1402,20,0,1,2,30900
72245,300,6,0,2,2,33300
72301,2006,20,0,5,2,158030
72398,1201,5,0,3,2,120940
72656,2002,13,0,0,2,0
72714,2001,17,0,3,2,71700
72721,100,9,0,6,2,43000
72867,400,10,0,0,2,0
72913,100,23,0,2,2,21700
73100,602,26,0,1,4,520
73120,1402,24,0,2,1,24800
73227,1401,29,0,2,2,28000
73232,2006,46,0,3,7,35500
73323,1701,17,0,2,2,93900
73429,1600,14,0,1,2,32990
73492,901,21,0,3,2,24600
73549,200,15,0,3,2,23300
73741,2101,23,0,3,2,63000
73902,2102,3,0,1,2,14500
73912,1802,26,0,2,9,32980
74105,1401,52,0,2,2,104100
74159,2102,17,0,5,2,66000
74355,700,9,0,4,2,51300
74386,500,32,0,1,2,54000
74396,1900,9,0,2,2,50700
74417,500,34,0,2,2,70000
74430,1805,29,0,1,9,29100
74486,1500,18,0,2,5,25000
74506,1100,9,0,2,2,102000
74519,1803,20,0,1,8,22000
74545,1500,20,0,3,2,32920
74658,2009,26,0,2,2,21000
74907,2101,23,0,1,2,56400
75064,1002,17,0,4,8,48000
75214,901,29,0,3,2,77000
75372,1803,17,0,1,3,37800
75387,300,9,0,3,1,20500
75451,1002,32,0,4,2,54520
75461,601,20,0,2,2,61100
75581,2006,29,0,2,7,4200
75588,1500,6,0,3,6,74760
75600,300,18,0,2,2,65000
75698,400,8,0,2,2,56600
75760,1404,21,0,5,2,53300
75790,1801,31,0,3,4,37540
75824,1401,23,0,4,2,13100
75837,100,32,0,1,9,33000
75948,1804,23,0,2,2,54500
76010,1403,17,0,2,2,59500
76014,1802,15,0,5,2,100000
76268,2200,17,0,0,2,0
76327,1005,20,0,3,2,89000
76398,300,27,0,0,2,0
76419,400,9,0,3,2,18000
76528,1300,21,0,2,9,63700
76676,1002,16,0,1,2,0
76693,1801,26,0,3,2,117000
76730,1001,23,0,4,2,54700
76890,700,12,0,2,2,112000
76922,1600,26,0,0,2,0
76941,1100,9,0,2,1,26000
77030,1005,9,0,1,1,38000
77093,100,29,0,1,2,20200
77134,1802,17,0,2,2,55100
77145,300,8,0,2,2,76650
77148,400,6,0,2,2,15000
77418,1001,21,0,5,2,176300
77452,1805,38,0,3,2,65000
77475,1900,26,0,5,9,28900
77503,1401,15,0,6,2,100000
77524,400,7,0,0,2,0
77531,300,8,0,2,2,58800
77540,1202,17,0,3,2,56300
77831,2002,40,0,2,2,70800
78203,400,8,0,2,2,22900
78254,2001,26,0,5,2,105280
78355,2005,21,0,1,2,23500
78379,200,20,0,2,1,79500
78433,1005,8,0,2,2,60000
78452,400,3,0,2,1,36600
78493,800,31,0,5,2,85110
78805,1004,23,0,2,2,42700
78828,1600,12,0,1,2,12000
78872,1300,9,0,4,2,57100
78959,1100,6,0,1,1,9100
78991,1402,26,0,2,2,74700
79019,1701,15,0,3,2,63000
79057,1600,30,0,0,2,0
79134,1402,26,0,2,2,19000
79154,1805,21,0,3,2,74500
79233,1401,17,0,1,2,47000
79451,1002,29,0,3,2,121100
79470,1100,14,0,3,2,16600
79593,1500,6,0,0,1,0
79615,200,20,0,3,2,69220
79720,100,27,0,2,2,138000
79913,700,12,0,6,2,54400
80149,300,10,0,0,2,0
80169,1001,20,0,2,2,737200
80291,2006,23,0,8,2,89900
80324,1404,23,0,4,2,29000
80383,1402,21,0,1,2,12000
80428,601,12,0,2,1,6600
80447,1001,17,0,2,3,68860
80541,1701,5,0,3,1,76100
80757,1500,17,0,5,2,59700
80759,1404,0,2,1,  ,0
80958,1401,6,0,1,1,14000
80965,1300,6,0,2,2,93000
80983,1900,18,0,5,2,105000
81133,500,20,0,1,1,13300
81173,902,20,0,2,2,263000
81179,1805,90,0,0,7,0
81198,901,35,0,2,2,36000
81200,1005,3,0,3,1,100000
81226,300,7,0,0,1,0
81229,1900,29,0,2,2,203570
81256,1801,18,0,2,9,132800
81367,1701,6,0,3,2,28900
81370,1403,38,0,5,2,40320
81418,1005,23,0,3,2,81100
81424,1805,26,0,2,6,73000
81484,1900,29,0,4,2,161000
81586,1402,23,0,3,2,78700
81626,1001,20,0,1,1,33300
81685,1100,15,0,2,2,12100
81979,901,26,0,2,2,29800
82051,2001,11,0,2,5,20100
82083,1100,11,0,4,2,61500
82089,1003,20,0,4,2,185500
82175,500,20,0,0,2,0
82257,901,26,0,2,2,58000
82260,1803,36,0,0,2,0
82265,800,29,0,1,2,55000
82305,901,20,0,4,2,16104
82498,1600,7,0,0,2,0
82504,602,26,0,2,2,48600
82508,1100,16,0,0,2,0
82572,1900,23,0,1,9,14600
82671,1002,29,0,1,2,3500
82773,800,14,0,4,2,43700
82778,400,7,0,0,2,0
82837,1004,17,0,2,2,66000
82985,1300,6,0,2,2,54000
83068,902,30,0,0,4,0
83081,1404,20,0,0,2,0
83093,601,0,1,1,  ,0
83112,2006,29,0,2,5,65720
83262,1803,23,0,1,9,42000
83330,1500,18,0,2,1,45000
83344,1001,20,0,3,2,89000
83414,1300,6,0,2,2,74600
83444,100,20,0,4,2,43300
83446,1100,29,0,4,2,48400
83628,1803,26,0,2,8,92500
83667,2003,23,0,4,2,156400
83681,2006,29,0,4,7,58000
83741,400,9,0,2,1,0
83807,1702,29,0,2,5,28000
84006,1300,17,0,3,2,40960
84072,1005,32,0,1,2,36000
84094,1803,26,0,2,4,120290
84131,500,35,0,1,3,11000
84134,1804,23,0,1,8,38000
84367,1005,6,0,3,1,16200
84523,901,18,0,3,2,156000
84538,400,18,0,2,2,55000
84568,901,23,0,2,2,57060
84605,2002,14,0,2,2,26800
84606,300,24,0,1,2,58200
84688,1004,43,0,0,6,0
84769,1500,18,0,2,2,52800
84859,1805,17,0,1,5,39300
85000,1500,17,0,2,1,39600
85182,1701,18,0,1,2,90000
85217,2004,26,0,2,2,158000
85224,1500,6,0,2,1,9300
85314,400,0,2,1,  ,0
85352,2006,20,0,4,2,97400
85371,2004,23,0,1,1,33300
85416,200,21,0,1,2,10300
85465,1500,20,0,2,2,27600
85487,602,5,0,2,2,132000
85557,1005,26,0,1,2,0
85559,2102,6,0,1,2,21400
85978,2101,21,0,2,2,148800
86028,1005,9,0,2,1,48100
86092,1804,18,0,1,2,19000
86179,2006,20,0,6,3,1400
86255,2007,23,0,2,2,154200
86331,1001,23,0,1,2,50400
86411,2006,20,0,3,6,10500
86559,1805,35,0,4,5,18900
86705,200,18,0,2,2,45000
86728,1100,17,0,2,2,22900
86825,2006,32,0,2,9,145000
86995,300,12,0,2,2,24300
87128,1300,20,0,2,2,37780
87131,2200,17,0,1,9,10200
87133,2200,20,0,7,2,74820
87413,300,6,0,1,5,13600
87562,1900,23,0,2,2,56300
88170,100,26,0,2,5,64000
88363,500,24,0,2,2,39440
88409,2006,26,0,3,7,19000
88431,1300,5,0,1,2,46200
88526,1500,17,0,0,2,0
88558,700,0,2,1,  ,0
88586,300,0,1,1,  ,0
88752,1401,24,0,1,3,4100
88803,500,23,0,4,2,7600
88804,1100,27,0,0,8,0
88845,1100,6,0,2,2,44700
88850,1201,0,1,1,  ,0
88863,300,24,0,4,2,68000
88866,1100,6,0,2,2,76600
88962,2009,7,0,0,2,0
88999,2102,20,0,4,2,153710
89035,400,0,2,1,  ,0
89152,1001,26,0,2,5,54000
89195,1002,15,0,6,2,97700
89319,1402,23,0,1,7,29600
89509,1401,17,0,4,2,43700
89563,1001,0,2,1,  ,0
89577,1300,20,0,4,2,133000
89737,100,23,0,11,2,348500
89780,200,0,2,1,  ,0
89897,800,24,0,1,1,15000
89944,1500,15,0,2,1,31330
90084,800,26,0,1,2,35000
90101,1500,6,0,4,2,10000
90304,700,20,0,2,2,26000
90392,2003,32,0,5,2,112000
90436,100,0,2,1,  ,0
90523,2101,23,0,2,2,30130
90606,2007,29,0,4,5,27200
90607,400,6,0,2,2,20000
90707,1402,23,0,1,3,51000
90742,2006,35,0,6,2,68600
90806,500,26,0,3,2,68000
90815,300,11,0,1,2,10160
90860,1803,17,0,1,8,60000
90981,700,12,0,3,2,49800
91037,1600,5,0,2,2,91900
91052,2007,17,0,2,2,95000
91121,1805,20,0,1,8,150000
91175,1300,18,0,4,2,41800
91246,2200,26,0,1,8,14000
91500,2101,26,0,1,6,53200
91575,1300,20,0,4,2,166900
91615,1201,0,1,1,  ,0
91644,1702,20,0,2,5,650
91673,1300,29,0,2,6,19300
91709,1403,29,0,1,8,40000
91715,400,23,0,2,2,44400
91794,2007,26,0,1,8,54000
92010,1005,32,0,5,2,128300
92083,1001,0,2,1,  ,0
92504,2200,20,0,1,5,30000
92648,1300,6,0,1,6,45700
92720,1500,11,0,2,1,35000
92722,2007,23,0,0,9,0
92727,1404,6,0,5,2,50000
92822,1803,27,0,1,7,44100
92849,300,29,0,3,2,73100
92917,2007,12,0,2,2,65600
93026,2101,21,0,4,2,114800
93087,500,23,0,2,2,43840
93166,1001,17,0,1,9,30000
93198,1202,18,0,4,2,110500
93277,1900,18,0,1,2,7020
93383,1801,26,0,1,2,13700
93415,1402,26,0,2,2,314000
93426,1801,26,0,3,2,89000
93582,400,5,0,2,1,50400
93617,1801,20,0,1,7,29300
93644,1701,5,0,2,2,81000
93752,1404,29,0,1,2,41000
93908,2102,23,0,2,2,93450
93966,902,17,0,5,2,109000
93973,1500,17,0,4,2,61550
94046,1300,26,0,1,9,34930
94122,2004,32,0,4,6,51700
94124,300,18,0,3,2,30300
94154,1600,23,0,0,2,0
94267,400,6,0,1,2,2400
94327,1005,26,0,2,2,37800
94357,1500,6,0,2,2,90000
94395,2001,21,0,4,2,60800
94416,2200,21,0,1,9,4600
94491,1500,27,0,0,2,0
94572,1100,26,0,1,7,13900
94681,602,24,0,1,2,149500
94720,1500,14,0,5,2,22220
94788,1100,8,0,4,2,40000
94891,200,6,0,0,2,0
94967,1001,23,0,1,6,10440
95250,500,53,0,2,7,16000
95280,1801,18,0,3,6,77000
95350,1403,0,1,1,  ,0
95371,2001,18,0,5,2,70396
95431,1002,18,0,2,2,41500
95481,1300,6,0,5,2,30030
95517,1300,6,0,3,2,67000
95519,1003,20,0,2,2,0
95530,1001,26,0,1,2,9700
95586,100,8,0,5,2,32000
95663,1805,15,0,1,6,40000
95721,2006,24,0,3,2,100000
95755,1404,20,0,1,1,22600
95804,1401,6,0,2,1,37800
95816,1404,70,0,0,2,0
95846,200,29,0,4,2,62000
95946,1100,11,0,1,2,12500
95974,1804,26,0,5,2,48200
95995,901,20,0,2,1,7200
96315,100,23,0,1,2,149600
96394,200,17,0,4,2,115450
96420,2005,17,0,1,2,48200
96514,2005,17,0,1,2,19200
96614,1402,26,0,4,2,107000
96669,1401,20,0,2,1,54800
96682,300,40,0,0,2,0
96687,2008,29,0,7,2,75080
96785,1002,0,1,1,  ,0
96823,1803,23,0,1,8,26604
96899,1402,11,0,4,2,53300
96929,300,46,0,1,7,8000
97012,500,17,0,2,2,86240
97046,601,0,2,1,  ,0
97058,902,20,0,2,9,36500
97204,1402,23,0,1,9,23400
97219,1100,20,0,2,8,5700
97326,1805,29,0,2,6,44450
97337,1404,27,0,4,3,32700
97554,1201,13,0,0,2,0
97557,1600,9,0,2,2,24560
97560,1401,23,0,6,2,87900
97619,601,15,0,4,2,31800
97635,400,12,0,3,8,4800
97655,902,23,0,1,3,28600
97792,400,7,0,0,10,0
97861,1803,23,0,1,2,0
98015,1600,32,0,5,2,84700
98052,700,15,0,4,7,550
98105,1001,0,2,1,  ,0
98141,2002,15,0,2,2,100000
98166,400,21,0,5,2,58000
98222,800,27,0,1,2,15900
98254,601,14,0,1,1,56800
98305,2008,23,0,1,2,21320
98309,400,9,0,2,2,32440
98394,2007,27,0,0,6,0
98458,200,9,0,1,5,10500
98542,1402,21,0,3,2,33500
98639,2101,23,0,2,6,36050
98742,100,26,0,2,2,110250
98789,1500,18,0,1,9,28800
98800,2003,14,0,6,9,40000
98995,700,14,0,6,2,70000
99073,2101,29,0,5,2,126150
99149,500,20,0,4,8,23900
99159,1805,41,0,2,6,0
99223,200,6,0,1,9,9000
99287,1401,21,0,4,2,119700
99553,2006,26,0,4,2,62900
99554,1802,26,0,3,8,4500
99714,2001,17,0,2,3,172100
99868,2002,0,1,1,  ,0
99869,1701,90,0,0,2,0
99874,1702,20,0,1,3,5400
99912,1403,24,0,5,7,28000
99986,1202,0,2,1,  ,0
100089,1401,26,0,3,2,96500
100107,602,20,0,1,9,0
100259,1701,21,0,1,2,10400
100298,100,26,0,5,2,120000
100301,1404,0,2,1,  ,0
100303,1001,40,0,1,7,9600
100446,1500,15,0,2,2,23000
100455,2002,15,0,3,2,70800
100468,1804,23,0,1,8,23000
100562,1005,9,0,3,2,87470
100718,800,26,0,2,9,30200
100858,1300,24,0,4,2,45000
100999,1002,29,0,4,2,50000
101030,1005,14,0,10,2,129200
101082,1201,35,0,5,2,75700
101218,901,20,0,2,1,26670
101407,1403,18,0,4,2,43700
101441,1002,8,0,2,2,52700
101445,2004,29,0,1,9,16500
101538,2005,26,0,1,7,123000
101566,1801,15,0,2,2,124100
101652,1002,15,0,1,2,12600
101671,1500,6,0,2,2,18000
101765,200,0,1,1,  ,0
101827,1002,26,0,4,2,85200
102007,1500,20,0,1,6,6100
102061,2200,23,0,2,2,110000
102087,1500,18,0,1,2,23300
102141,901,26,0,4,1,106000
102146,1003,29,0,4,2,75000
102208,1500,17,0,2,2,64500
102413,2200,17,0,3,2,81000
102454,1100,23,0,2,10,44000
102495,2006,31,0,2,7,39000
102582,1500,5,0,3,1,99100
102676,1201,29,0,1,1,18140
102768,1401,6,0,4,2,104000
102772,200,14,0,1,2,40300
102788,2102,9,0,2,2,73100
102806,1201,29,0,1,1,20600
103057,400,23,0,2,2,9280
103074,1001,20,0,1,5,7000
103093,400,3,0,2,1,52900
103132,1401,8,0,1,7,27000
103178,1300,20,0,4,2,44200
103303,1401,6,0,3,2,39000
103338,1004,26,0,3,2,33000
103340,901,8,0,5,3,40800
103403,400,8,0,5,1,37200
103549,1500,29,0,3,2,43200
103829,500,18,0,3,2,7200
103864,1804,18,0,4,3,235300
103957,602,26,0,2,5,45010
103967,602,20,0,5,2,51700
103985,1100,21,0,2,2,32000
104127,1002,18,0,1,8,36430
104214,2003,29,0,4,2,372210
104236,1003,23,0,2,3,56000
104248,700,3,0,0,2,0
104304,1403,26,0,2,2,111600
104380,602,35,0,3,2,42400
104407,300,9,0,3,2,40730
104434,1600,6,0,2,2,30300
104554,1002,20,0,2,2,44000
104650,1100,14,0,1,1,15600
104712,2004,18,0,2,2,29000
104713,1401,6,0,2,2,91000
104730,2005,38,0,3,2,120000
104966,1801,26,0,1,8,35000
105025,1003,26,0,2,2,378000
105063,1403,26,0,2,2,75000
105298,1001,24,0,2,9,48700
105422,1100,15,0,2,2,55000
105472,2200,10,0,0,3,0
105489,2004,20,0,5,2,85000
105742,1403,46,0,5,2,45200
105752,1402,21,0,3,2,55990
105826,602,27,0,0,2,0
105857,1805,23,0,4,2,102550
105879,100,23,0,3,6,13850
105882,1100,3,0,3,2,36810
106084,300,6,0,2,2,42990
106096,800,17,0,2,2,34000
106217,1403,20,0,3,4,38400
106405,400,6,0,1,2,18600
106416,1404,20,0,2,2,30050
106507,1403,5,0,2,2,95300
106694,1500,6,0,2,2,71800
106884,1702,0,1,1,  ,0
106948,1804,15,0,1,2,464
107017,1004,12,0,4,2,38000
107054,902,32,0,2,1,75400
107110,1001,0,1,1,  ,0
107141,2003,23,0,1,8,54000
107164,602,12,0,4,2,81000
107192,1401,31,0,5,5,61050
107218,1803,26,0,1,9,28200
107270,1401,26,0,3,9,48000
107409,1401,20,0,2,2,31200
107607,1804,23,0,4,2,66100
107713,1805,12,0,2,7,20800
107733,1404,0,2,1,  ,0
107741,2007,17,0,1,2,44000
107992,1005,20,0,3,1,72300
108106,1900,20,0,1,3,30910
108135,1402,26,0,2,1,46600
108320,902,12,0,2,1,29100
108352,500,32,0,1,9,39630
108366,902,26,0,5,6,22300
108417,200,8,0,2,2,15100
108428,2005,20,0,4,2,42000
108535,1300,27,0,2,5,54500
108562,400,7,0,0,6,0
108693,1201,5,0,1,1,10700
108904,300,27,0,0,2,0
108905,300,26,0,1,9,16000
108933,800,29,0,3,2,38700
108963,1005,17,0,4,2,75200
108990,1403,29,0,0,8,0
109007,300,20,0,5,2,56600
109164,700,32,0,1,8,11400
109203,2009,20,0,3,2,66200
109469,1201,26,0,1,2,21110
109512,1805,0,1,1,  ,0
109562,200,0,2,1,  ,0
109711,1804,28,0,1,8,100050
109773,200,18,0,1,1,27000
110151,1702,17,0,3,2,27000
110169,1003,26,0,4,2,81200
110239,601,20,0,1,2,34000
110308,1804,0,2,1,  ,0
110327,1100,20,0,1,3,27600
110335,1500,8,0,4,2,76530
110536,2002,32,0,1,9,174700
110598,1701,21,0,1,2,19500
110685,2102,20,0,3,2,65900
110811,400,9,0,3,3,12000
110968,1100,32,0,2,5,54000
110993,1404,23,0,2,2,44000
111063,1001,0,2,1,  ,0
111278,200,17,0,2,2,40850
111347,500,0,2,1,  ,0
111390,1201,11,0,2,2,80900
111474,700,6,0,2,1,11000
111732,1100,15,0,2,2,46600
111885,400,6,0,1,7,8800
112035,2009,29,0,4,2,76300
112169,1100,17,0,0,1,0
112181,1801,26,0,1,8,24700
112248,800,24,0,1,8,19000
112389,2009,24,0,2,2,19000
112425,1002,35,0,5,4,32800
112426,1802,20,0,1,2,39000
112640,2005,23,0,2,2,124500
112647,1500,14,0,2,2,25100
112732,2007,20,0,3,2,70400
112816,1401,17,0,0,7,0
113007,100,20,0,2,2,70400
113020,100,21,0,2,6,7500
113024,601,23,0,2,2,48300
113112,800,26,0,2,1,41000
113132,200,23,0,1,2,32800
113165,2003,26,0,1,3,32000
113249,1701,6,0,2,2,16200
113311,800,17,0,2,1,37700
113328,2006,44,0,3,1,17000
113483,300,18,0,5,1,29070
113525,1401,20,0,2,2,46000
113570,200,23,0,0,2,0
113639,2005,17,0,2,2,64900
113829,2007,20,0,4,2,68300
113863,1201,23,0,2,2,75120
114024,902,26,0,2,1,27600
114043,1404,0,2,1,  ,0
114182,2004,20,0,0,6,0
114266,901,13,0,0,1,0
114313,1702,17,0,2,2,23600
114366,602,21,0,2,1,18530
114411,1201,23,0,5,2,73000
114461,1401,23,0,4,2,190500
114479,1500,18,0,2,2,27500
114585,300,29,0,1,1,5700
114590,1702,0,2,1,  ,0
114656,1300,18,0,2,2,31000
114691,2006,23,0,2,2,240000
114769,1802,21,0,2,2,25400
114782,1403,23,0,3,6,52020
114796,200,23,0,4,2,44190
114830,1803,23,0,2,8,6800
114890,901,23,0,4,2,61700
115030,1401,23,0,2,1,42400
115151,2001,26,0,2,7,63000
115203,100,26,0,4,2,71740
115320,1401,11,0,4,2,111000
115326,1402,29,0,3,2,58800
115411,1801,0,2,1,  ,0
115589,1500,18,0,1,2,9800
115700,100,10,0,0,2,0
115777,1801,26,0,1,2,30000
115846,1803,17,0,1,9,6600
115851,500,28,0,1,2,149000
115867,2102,20,0,2,2,338450
115886,1402,0,2,1,  ,0
115951,2002,18,0,1,3,57350
116007,500,47,0,0,2,0
116025,300,18,0,2,2,35100
116043,2005,17,0,2,2,91500
116046,1804,17,0,0,5,0
116277,1804,26,0,1,2,55400
116354,200,24,0,2,1,22300
116491,400,10,0,0,1,0
116507,1702,29,0,1,2,8600
116519,700,20,0,4,2,65500
116650,2006,29,0,4,2,72500
116690,1801,23,0,1,6,36040
116925,1401,23,0,2,2,28300
117101,2001,20,0,5,2,40000
117123,1100,20,0,1,4,0
117220,2005,44,0,4,8,71000
117365,1701,23,0,2,2,209060
117621,1701,15,0,5,2,52020
117665,200,29,0,2,1,6600
117745,1202,26,0,0,6,0
117794,800,23,0,1,1,80130
117800,2005,20,0,4,8,29200
117803,400,26,0,2,1,64800
117846,100,26,0,2,1,6000
118087,1802,17,0,2,2,49000
118108,1300,26,0,0,6,0
118315,1003,21,0,2,2,13800
118342,1600,9,0,2,2,43200
118453,1404,0,2,1,  ,0
118504,2001,32,0,2,8,2700
118513,1002,14,0,5,2,44000
118531,200,20,0,4,2,47000
118662,300,29,0,1,3,0
118666,1001,20,0,1,2,69000
118674,1805,32,0,1,2,24000
118701,902,27,0,4,2,273500
118758,601,0,2,1,  ,0
118783,200,9,0,5,2,41900
118798,400,29,0,2,1,34000
118885,300,8,0,3,1,48500
119019,1005,17,0,2,2,92000
119128,2200,20,0,2,2,19600
119136,1005,23,0,1,2,115000
119195,1004,26,0,2,1,40270
119250,400,6,0,2,1,25800
119366,300,26,0,4,2,140000
119382,902,33,0,0,5,0
119475,1500,23,0,0,2,0
119516,2009,35,0,3,2,63770
119704,1802,0,2,1,  ,0
119754,300,6,0,1,2,6100
119805,500,23,0,6,2,143050
119854,2001,18,0,4,2,40600
119873,1805,29,0,4,2,150000
119987,1600,9,0,3,2,31370
120044,1500,7,0,0,1,0
120096,1500,6,0,1,2,16200
120161,1403,26,0,1,8,24200
120386,602,12,0,2,2,12000
120484,1402,29,0,2,2,62500
120502,1100,29,0,2,2,34000
120655,2101,18,0,5,1,16900
120683,1300,5,0,4,2,99800
120732,200,6,0,1,1,20000
120993,1401,6,0,2,2,31000
121026,1802,29,0,5,2,89680
121058,1802,17,0,1,2,24700
121067,1805,17,0,2,7,3620
121085,1404,4,0,0,1,0
121089,1401,3,0,4,2,81500
121222,1803,14,0,1,10,62000
121372,100,23,0,2,4,89000
121438,2004,29,0,2,2,87560
121470,1702,17,0,5,2,28430
121538,700,8,0,2,2,65400
121636,902,43,0,0,2,0
121712,901,24,0,4,1,19180
121774,200,20,0,4,2,121000
121794,2004,35,0,1,7,12400
122002,2102,15,0,3,2,137000
122113,1202,23,0,4,2,0
122122,2007,18,0,1,2,25000
122137,902,14,0,3,3,22000
122144,1500,26,0,2,2,28050
122185,700,6,0,3,2,73000
122269,100,26,0,2,2,19000
122278,1404,23,0,2,1,93300
122301,1100,15,0,1,2,80000
122450,1003,26,0,2,2,76300
122488,2008,13,0,0,2,0
122489,1701,20,0,4,2,67000
122514,1401,29,0,3,2,98910
122538,1500,14,0,2,2,69800
122650,1804,11,0,6,6,155500
122703,700,3,0,5,2,78000
122724,1401,6,0,2,2,123600
122770,300,40,0,0,2,0
122867,1404,0,0,0,2,0
123049,1801,15,0,2,3,33000
123305,400,23,0,7,2,70120
123468,1805,14,0,2,2,64630
123592,2009,7,0,0,2,0
123629,2007,20,0,4,1,21900
123703,2200,20,0,3,7,9000
123795,1801,18,0,2,4,34020
123937,1403,20,0,2,2,13560
124069,2005,15,0,2,2,64020
124204,2001,26,0,1,7,61000
124377,902,26,0,2,2,79500
124427,1201,21,0,2,1,41000
124456,1801,26,0,3,2,55000
124506,1600,6,0,2,2,46500
124594,500,15,0,1,9,6000
124709,1404,26,0,2,1,27900
124794,1500,10,0,0,1,0
124816,200,20,0,2,1,33000
125002,100,35,0,4,2,52000
125035,400,18,0,2,2,44100
125091,200,23,0,2,2,148100
125155,2005,20,0,1,7,28700
125260,1500,0,2,1,  ,0
125398,1001,20,0,1,9,17900
125406,2006,17,0,2,2,49534
125529,2102,26,0,3,2,60290
125598,1401,6,0,2,2,117000
125631,2008,20,0,2,2,75000
125698,1002,26,0,2,2,128500
125786,1300,20,0,0,2,0
125799,1001,20,0,2,2,83800
125831,1004,9,0,1,2,66600
125977,1803,26,0,1,9,46700
126088,1402,0,2,1,  ,0
126224,2005,17,0,4,2,96000
126350,2101,23,0,4,2,124270
126375,1900,20,0,4,2,98500
126629,1001,29,0,1,7,50000
126638,1004,0,2,1,  ,0
126656,1401,30,0,0,10,0
126692,1100,17,0,3,9,34400
126715,1802,29,0,2,9,32000
126751,100,34,0,3,2,99700
126857,902,15,0,2,2,338000
126991,2004,26,0,1,2,36500
127065,2200,26,0,1,2,27000
127070,500,18,0,2,2,52000
127137,1002,17,0,2,5,25100
127145,2001,20,0,2,2,86010
127180,200,24,0,1,2,23800
127214,300,10,0,0,2,0
127557,2200,20,0,2,2,50600
127578,2004,29,0,2,2,53600
127661,1402,26,0,2,4,28800
127663,1500,18,0,2,1,17800
127786,1803,23,0,1,8,10000
127791,1004,9,0,1,2,8790
127851,902,23,0,2,2,57900
127879,100,20,0,4,2,43000
128025,1003,29,0,3,2,65600
128111,1805,26,0,2,2,148000
128134,100,17,0,1,2,12000
128155,2002,14,0,2,2,174200
128290,1801,23,0,1,7,31000
128370,601,5,0,4,2,90600
128404,2005,23,0,1,2,40000
128471,1600,7,0,0,2,0
128697,100,20,0,2,9,30200
128699,1300,5,0,3,3,0
128734,1001,11,0,4,2,69500
128736,2003,17,0,2,2,378000
